id	display_context	source	donor	prefix	replacement	display_basis	source_ref	donor_ref	mode	capacity	transform	arguments	reference_refs	parent_mapping_id	legacy_ids
T750	Collection > Voice > character voice title	<r幻術使|げんじゅつつか>い					NA2_ETC@0x2C500		slot	32					M0464
T751	Collection > Voice > character voice title	アスマと<r共闘|きょうとう>					NA2_ETC@0x2C520		slot	32					M0465
T752	Collection > Voice > character voice title	<r共|とも>に…！					NA2_ETC@0x2C540		slot	32					M0466
T753	Collection > Voice > character voice title	<r肩透|かたす>かし					NA2_ETC@0x2C560		slot	32					M0467
T754	Collection > Voice > character voice title	<r不注意厳禁|ふちゅういげんきん>					NA2_ETC@0x2C580		slot	48					M0468
T755	Collection > Voice > character voice title	<r風影|かぜかげ>として					NA2_ETC@0x2C5B0		slot	32					M0469
T756	Collection > Voice > character voice title	<r空虚|くうきょ>な<r世界|せかい>で					NA2_ETC@0x2C5D0		slot	48					M0470
T757	Collection > Voice > character voice title	<r存在|そんざい>					NA2_ETC@0x2C600		slot	32					M0471
T758	Collection > Voice > character voice title	<r新|あたら>しい<r自分|じぶん>					NA2_ETC@0x2C620		slot	32					M0472
T759	Collection > Voice > character voice title	<r弟|おとうと>のために					NA2_ETC@0x2C640		slot	24					M0473
T760	Collection > Voice > character voice title	<r驚|おどろ>き					NA2_ETC@0x2C658		slot	24					M0474
T761	Collection > Voice > character voice title	<r滲|にじ>み<r出|で>る<r悔|くや>しさ					NA2_ETC@0x2C670		slot	48					M0475
T762	Collection > Voice > character voice title	<r自慢|じまん>の<r傀儡|くぐつ>					NA2_ETC@0x2C6A0		slot	32					M0476
T763	Collection > Voice > character voice title	<r姉|あね>と<r共|とも>に					NA2_ETC@0x2C6C0		slot	32					M0477
T764	Collection > Voice > character voice title	<r風|かぜ>の<r使|つか>い<r手|て>					NA2_ETC@0x2C6E0		slot	48					M0478
T765	Collection > Voice > character voice title	<r我愛羅|ガアラ>の<r前|まえ>で					NA2_ETC@0x2C710		slot	32					M0479
T766	Collection > Voice > character voice title	<r手加減|てかげん>					NA2_ETC@0x2C730		slot	32					M0480
T767	Collection > Voice > character voice title	<r姉|あね>の<r喜|よろこ>び					NA2_ETC@0x2C750		slot	32					M0725
T768	Collection > Voice > character voice title	<r邂逅|かいこう>					NA2_ETC@0x2C770		slot	32					M0481
T769	Collection > Voice > character voice title	<r忠告|ちゅうこく>					NA2_ETC@0x2C790		slot	24					M0726
T770	Collection > Voice > character voice title	<r余裕|よゆう>					NA2_ETC@0x2C7A8		slot	24					M0727
T771	Collection > Voice > character voice title	<r九尾|きゅうび>の<r人柱力|じんちゅうりき>					NA2_ETC@0x2C7C0		slot	48					M0482
T772	Collection > Voice > character voice title	<r強者|きょうしゃ>の<r男|おとこ>					NA2_ETC@0x2C7F0		slot	48					M0483
T773	Collection > Voice > character voice title	<r珍獣|ちんじゅう>との<r再会|さいかい>					NA2_ETC@0x2C820		slot	48					M0484
T774	Collection > Voice > character voice title	<r獣|けもの>レベル					NA2_ETC@0x2C850		slot	32					M0485
T775	Collection > Voice > character voice title	<r襲|おそ>い<r掛|か>かる<r鬼鮫|キサメ>					NA2_ETC@0x2C870		slot	48					M0486
T776	Collection > Voice > character voice title	<r高揚|こうよう>する<r心|こころ>					NA2_ETC@0x2C8A0		slot	48					M0487
T777	Collection > Voice > character voice title	<r苛立|いらだ>ち					NA2_ETC@0x2C8D0		slot	32					M0488
T778	Collection > Voice > character voice title	<r一尾|いちび>の<r人柱力|じんちゅうりき>					NA2_ETC@0x2C8F0		slot	48					M0489
T779	Collection > Voice > character voice title	<r刺激|しげき>を<r求|もと>めて					NA2_ETC@0x2C920		slot	32					M0490
T780	Collection > Voice > character voice title	<r変|か>わり<r者|もの>					NA2_ETC@0x2C940		slot	32					M0491
T781	Collection > Voice > character voice title	デイダラの<r挑発|ちょうはつ>					NA2_ETC@0x2C960		slot	32					M0492
T782	Collection > Voice > character voice title	<r予告|よこく>					NA2_ETC@0x2C980		slot	16					M0493
T783	Collection > Voice > character voice title	ギャハギャハギャハ！					NA2_ETC@0x2C990		slot	24					M2225
T784	Collection > Voice > character voice title	できること					NA2_ETC@0x2C9A8		slot	24					M2226
T785	Collection > Voice > character voice title	<r最後|さいご>の<r喜|よろこ>び					NA2_ETC@0x2C9C0		slot	32					M0494
T786	Collection > Voice > character voice title	<r砂|すな>と<r木|こ>ノ<r葉|は>					NA2_ETC@0x2C9E0		slot	32					M0495
T787	Collection > Voice > character voice title	<r最後|さいご>のお<r願|ねが>い					NA2_ETC@0x2CA00		slot	32					M0496
T788	Collection > Voice > character voice title	サソリの<r性格|せいかく>					NA2_ETC@0x2CA20		slot	32					M0497
T789	Collection > Voice > character voice title	<r三代目風影|さんだいめかぜかげ>					NA2_ETC@0x2CA40		slot	48					M0498
T790	Collection > Voice > character voice title	<r自分傀儡|じぶんくぐつ>					NA2_ETC@0x2CA70		slot	32					M0499
T791	Collection > Voice > character voice title	<r止|と>まる<r傀儡|くぐつ>					NA2_ETC@0x2CA90		slot	32					M0500
T792	Collection > Voice > character voice title	<r自来也|じらいや>の<r魅力|みりょく>？					NA2_ETC@0x2CAB0		slot	48					M0501
T793	Collection > Voice > character voice title	<r取材|しゅざい>					NA2_ETC@0x2CAE0		slot	32					M0502
T794	Collection > Voice > character voice title	<r因縁|いんねん>のケリ					NA2_ETC@0x2CB00		slot	32					M0503
T795	Collection > Voice > character voice title	<r高笑|たかわら>い					NA2_ETC@0x2CB20		slot	32					M0504
T796	Collection > Voice > character voice title	<r三忍|さんにん>の<r実力|じつりょく>					NA2_ETC@0x2CB40		slot	40					M0505
T797	Collection > Voice > character voice title	<r監視|かんし>					NA2_ETC@0x2CB68		slot	24					M0506
T798	Collection > Voice > character voice title	<r決着|けっちゃく>の<r時|とき>					NA2_ETC@0x2CB80		slot	32					M0507
T799	Collection > Voice > character voice title	<r綱手|ツナデ>の<r性格|せいかく>					NA2_ETC@0x2CBA0		slot	48					M0508
T800	Collection > Voice > character voice title	<r五代目火影|ごだいめほかげ>					NA2_ETC@0x2CBD0		slot	32					M0509
T801	Collection > Voice > character voice title	<r綱手|ツナデ>と<r組手|くみて>					NA2_ETC@0x2CBF0		slot	32					M0510
T802	Collection > Voice > character voice title	<r本領発揮|ほんりょうはっき>					NA2_ETC@0x2CC10		slot	32					M0511
T803	Collection > Voice > character voice title	<r付|つ>き<r人|びと>シズネ					NA2_ETC@0x2CC30		slot	32					M0512
T804	Collection > Voice > character voice title	<r医療忍者|いりょうにんじゃ>として					NA2_ETC@0x2CC50		slot	40					M0513
T805	Collection > Voice > character voice title	おめでとう！					NA2_ETC@0x2CC78		slot	24					M0514
T806	Collection > Voice > character voice title	<r代行|だいこう>の<r男|おとこ>					NA2_ETC@0x2CC90		slot	32					M0515
T807	Collection > Voice > character voice title	チームワーク					NA2_ETC@0x2CCB0		slot	16					M0516
T808	Collection > Voice > character voice title	<r共通|きょうつう>の<r目的|もくてき>					NA2_ETC@0x2CCC0		slot	48					M0517
T809	Collection > Voice > character voice title	<r軽|かる>い<r挑発|ちょうはつ>					NA2_ETC@0x2CCF0		slot	32					M0518
T810	Collection > Voice > character voice title	<r行動|こうどう>あるのみ					NA2_ETC@0x2CD10		slot	32					M0519
T811	Collection > Voice > character voice title	<r大蛇丸|オロチまる><r現|あらわ>る					NA2_ETC@0x2CD30		slot	48					M0520
T812	Collection > Voice > character voice title	<r挑発|ちょうはつ>					NA2_ETC@0x2CD60		slot	32					M0521
T813	Collection > Voice > character voice title	<r二人|ふたり>の<r対比|たいひ>					NA2_ETC@0x2CD80		slot	32					M0522
T814	Collection > Voice > character voice title	<r五年|ごねん>ぶりの<r再会|さいかい>					NA2_ETC@0x2CDC0		slot	48					M0524
T815	Collection > Voice > character voice title	<r共感|きょうかん>					NA2_ETC@0x2CDF0		slot	32					M0525
T816	Collection > Voice > character voice title	カブトの<r挑発|ちょうはつ>					NA2_ETC@0x2CE10		slot	32					M0728
T817	Collection > Voice > character voice title	<r感心|かんしん>					NA2_ETC@0x2CE30		slot	32					M0526
T818	Collection > Voice > character voice title	サスケの<r存在|そんざい>					NA2_ETC@0x2CE50		slot	32					M0729
T819	Collection > Voice > character voice title	ナルトとサスケ					NA2_ETC@0x2CE70		slot	16					M2227
T820	Collection > Voice > character voice title	<r気|き>まぐれ					NA2_ETC@0x2CE80		slot	16					M0730
T821	Collection > Voice > character voice title	<r愚|おろ>かなること					NA2_ETC@0x2CE90		slot	32					M0527
T822	Collection > Voice > character voice title	<r兄|あに>との<r繋|つな>がり					NA2_ETC@0x2CEB0		slot	32					M0731
T823	Collection > Voice > character voice title	<r目障|めざわ>りな<r存在|そんざい>					NA2_ETC@0x2CED0		slot	52					M0732
T824	Collection > Voice > character voice title	ノルマ					NA2_SLPS@0x507160		slot	8					M2228
T825	Command Chart > character move name	<r多重影分身|たじゅうかげぶんしん>の<r術|じゅつ>					NA2_SLPS@0x30CA80		slot	64					M0860
T826	Command Chart > character move name	<r螺旋丸|らせんがん>					NA2_SLPS@0x30CAC0		slot	32					M0861
T827	Command Chart > character move name	<r特攻蹴撃|とっこうしゅうげき>					NA2_SLPS@0x30CAE0		slot	32					M0855
T828	Command Chart > character move name	<r跳爆激|ちょうばくげき>					NA2_SLPS@0x30CB00		slot	32					M0862
T829	Command Chart > character move name	<r分身脳天割|ぶんしんのうてんわ>り					NA2_SLPS@0x30CB20		slot	48					M0863
T830	Command Chart > character move name	<r跳影撃|ちょうえいげき>					NA2_SLPS@0x30CB50		slot	32					M0864
T831	Command Chart > character move name	うずまき<r大回転|だいかいてん>					NA2_SLPS@0x30CB70		slot	32					M0865
T832	Command Chart > character move name	<r分身旋回蹴|ぶんしんせんかいげ>り					NA2_SLPS@0x30CB90		slot	48					M0866
T833	Command Chart > character move name	<r分身特攻弾|ぶんしんとっこうだん>					NA2_SLPS@0x30CBC0		slot	48					M0867
T834	Command Chart > character move name	<r分身|ぶんしん>うずまき<r昇竜|しょうりゅう>					NA2_SLPS@0x30CBF0		slot	48					M0868
T835	Command Chart > character move name	<r大車輪|だいしゃりん>					NA2_SLPS@0x30CC20		slot	32					M0869
T836	Command Chart > character move name	<r大風車|だいふうしゃ>					NA2_SLPS@0x30CC40		slot	32					M0870
T837	Command Chart > character move name	<r大蹴激|だいしゅうげき>					NA2_SLPS@0x30CC60		slot	32					M0871
T838	Command Chart > character move name	<r竹蜻蛉|たけとんぼ>					NA2_SLPS@0x30CC80		slot	32					M0872
T839	Command Chart > character move name	<r無双豪炎弾|むそうごうえんだん>					NA2_SLPS@0x312200		slot	40					M0873
T840	Command Chart > character move name	<r千鳥|ちどり>					NA2_SLPS@0x312228		slot	24					M0874
T841	Command Chart > character move name	<r潜鉄爪|せんてっそう>					NA2_SLPS@0x312240		slot	32					M0875
T842	Command Chart > character move name	<r火砕突|かさいとつ>					NA2_SLPS@0x312260		slot	32					M0876
T843	Command Chart > character move name	<r疾風脚|しっぷうきゃく>					NA2_SLPS@0x312280		slot	32					M0877
T844	Command Chart > character move name	<r炎上羽|えんじょうばね>					NA2_SLPS@0x3122A0		slot	32					M0878
T845	Command Chart > character move name	<r炎華脚|えんがきゃく>					NA2_SLPS@0x3122C0		slot	32					M0879
T846	Command Chart > character move name	<r直華脚|ちょっかきゃく>					NA2_SLPS@0x3122E0		slot	32					M0880
T847	Command Chart > character move name	<r旋炎撃|せんえんげき>					NA2_SLPS@0x312300		slot	32					M0881
T848	Command Chart > character move name	<r背負|せお>い<r投|な>げ					NA2_SLPS@0x312320		slot	32					M0882
T849	Command Chart > character move name	<r火塵乱舞|かじんらんぶ>					NA2_SLPS@0x312340		slot	32					M0883
T850	Command Chart > character move name	<r火円落脚|かえんらくきゃく>					NA2_SLPS@0x312360		slot	32					M0884
T851	Command Chart > character move name	<r隼落|はやぶさお>とし					NA2_SLPS@0x312380		slot	32					M0885
T852	Command Chart > character move name	<r迸火乱舞|へいからんぶ>					NA2_SLPS@0x3123A0		slot	32					M0886
T853	Command Chart > character move name	<r木|こ>ノ<r葉烈風|はれっぷう>					NA2_SLPS@0x317940		slot	32					M0887
T854	Command Chart > character move name	<r木|こ>ノ<r葉大旋風|はだいせんぷう>					NA2_SLPS@0x317960		slot	48					M0888
T855	Command Chart > character move name	<r碧|あお>い<r閃光|せんこう>					NA2_SLPS@0x317990		slot	32					M0889
T856	Command Chart > character move name	<r剛肩突破|ごうけんとっぱ>					NA2_SLPS@0x3179B0		slot	32					M0890
T857	Command Chart > character move name	<r三連剛脚|さんれんごうきゃく>					NA2_SLPS@0x3179D0		slot	32					M0891
T858	Command Chart > character move name	<r碧|あお>い<r衝撃|しょうげき>					NA2_SLPS@0x3179F0		slot	32					M0892
T859	Command Chart > character move name	<r落葉天舞|らくようてんぶ>					NA2_SLPS@0x317A10		slot	32					M0893
T860	Command Chart > character move name	<r旋風烈破|せんぷうれっぱ>					NA2_SLPS@0x317A30		slot	32					M0894
T861	Command Chart > character move name	<r練気拳|れんきけん>					NA2_SLPS@0x317A50		slot	32					M0895
T862	Command Chart > character move name	<r碧|あお>い<r咆哮|ほうこう>					NA2_SLPS@0x317A70		slot	32					M0896
T863	Command Chart > character move name	<r碧|あお>い<r突風|とっぷう>					NA2_SLPS@0x317A90		slot	32					M0897
T864	Command Chart > character move name	<r碧|あお>い<r烈風|れっぷう>					NA2_SLPS@0x317AB0		slot	32					M0898
T865	Command Chart > character move name	<r碧|あお>い<r旋風|せんぷう>					NA2_SLPS@0x317AD0		slot	32					M0899
T866	Command Chart > character move name	<r碧|あお>い<r疾風|しっぷう>					NA2_SLPS@0x317AF0		slot	32					M0900
T867	Command Chart > character move name	<r砂瀑送葬|さばくそうそう>					NA2_SLPS@0x31CAB0		slot	32					M0901
T868	Command Chart > character move name	<r砂時雨|すなしぐれ>					NA2_SLPS@0x31CAD0		slot	32					M0902
T869	Command Chart > character move name	<r翔陣砂|しょうじんさ>					NA2_SLPS@0x31CAF0		slot	32					M0903
T870	Command Chart > character move name	<r波追砂|はついさ>					NA2_SLPS@0x31CB10		slot	32					M0904
T871	Command Chart > character move name	<r流壁砂|りゅうへきさ>					NA2_SLPS@0x31CB30		slot	32					M0905
T872	Command Chart > character move name	<r縛落砂|ばくらくさ>					NA2_SLPS@0x31CB50		slot	32					M0906
