id	enabled	section	mode	source_ref	donor_ref	capacity	source	donor	prefix	replacement	transform	arguments	reference_refs	parent_mapping_id
M0535	1	menus_data	slot	NA2_ETC@0x2F360	NUN5_TEXTENG@0x1510	64	<r案内忍|あんないにん>を<r購入|こうにゅう>します。	Buy Guide Ninja.						
M0536	1	menus_data	slot	NA2_ETC@0x2F3A0	NUN5_TEXTENG@0x1530	80	<r購入|こうにゅう>するキャラクターを<r選択|せんたく>してください。	Select character to buy.						
M0537	1	menus_data	slot	NA2_ETC@0x2F3F0	NUN5_TEXTENG@0x1550	112	<r購入|こうにゅう>する<r商品|しょうひん>にカーソルを<r合|あ>わせ、<iconCIRCLE>ボタンを<r押|お>してください。	Select an item and press <iconCIRCLE> to buy.						
M0538	1	shop	slot	NA2_ETC@0x2F460	NUN5_TEXTENG@0x1580	112	<iconSQUARE>ボタンを<r押|お>すとポイントを<r使|つか>ってボーナスゲームを<r行|おこな>うことができます。	Press <iconSQUARE> to use points to play a bonus game.						
M0539	1	menus_data	slot	NA2_ETC@0x2F500	NUN5_TEXTENG@0x17D0	80	<color080860>ショップ<color000000>を<r終了|しゅうりょう>しますか？	<BLACK>Quit <color080860>shopping<BLACK>?						
M0540	1	menus_data	slot	NA2_ETC@0x2F6F0	NUN5_TEXTENG@0x18A0	48	ハズレくじを<r引|ひ>いてしまいました…。	Too bad, you missed.						
M0541	1	menus_data	slot	NA2_ETC@0x2F8B0	NUN5_TEXTENG@0x18A0	48	<r残念|ざんねん>、はずれてしまいました。	Too bad, you missed.						
M0542	1	system_ui	slot	NA2_SLPS@0x4B19D0	NUN5_TEXTENG@0x1A20	208	<color00FFFF>マスターモード<colorFFFFFF>では<r広大|こうだい>な<r世界|せかい>を<r舞台|ぶたい>に、<r成長|せいちょう>したうずまきナルトの<r新|あたら>しい<r物語|ものがたり>を<r体験|たいけん>することができます。	<color00FFFF>Master Mode<WHITE> is set in a vast world. Experience a stronger Naruto Uzumaki in this new story.						
M0543	1	system_ui	slot	NA2_SLPS@0x4B1AA0	NUN5_TEXTENG@0x1A90	144	<color00FFFF>フリーバトル<colorFFFFFF>では<r好|す>きなキャラクターを<r使|つか>って<r自由|じゆう>に<r闘|たたか>うことができます。	<color00FFFF>Free Battle<WHITE> allows you to use any character to fight how you like.						
M0544	1	system_ui	slot	NA2_SLPS@0x4B1B30	NUN5_TEXTENG@0x1AF0	176	<color00FFFF>プラクティス<colorFFFFFF>では<r基本操作|きほんそうさ>など、<r戦闘|せんとう>に<r関|かん>する<r様々|さまざま>な<r練習|れんしゅう>を<r行|おこな>うことができます。	<color00FFFF>Practice<WHITE> lets you practice basic controls and other battle-related training.						
M0545	1	system_ui	slot	NA2_SLPS@0x4B1BE0	NUN5_TEXTENG@0x1B60	96	<color00FFFF>ミニゲーム<colorFFFFFF>ではミニゲームで<r遊|あそ>ぶことができます。	<WHITE>Play various <color00FFFF>Mini-Games<WHITE>.						
M0546	1	system_ui	slot	NA2_SLPS@0x4B1C40	NUN5_TEXTENG@0x1BA0	144	<color00FFFF>ショップ<colorFFFFFF>ではお<r金|かね>を<r払|はら>ってコレクション<r用|よう>のアイテムを<r購入|こうにゅう>することができます。	<WHITE>Pay money at the <color00FFFF>Shop<WHITE> to purchase collection items.						
M0547	1	system_ui	slot	NA2_SLPS@0x4B1CD0	NUN5_TEXTENG@0x1BF0	144	<color00FFFF>コレクション<colorFFFFFF>ではショップで<r購入|こうにゅう>したコレクション<r用|よう>アイテムを<r閲覧|えつらん>することができます。	<WHITE>View <color00FFFF>Collection<WHITE> items that you purchased at the Shop.						
M0548	1	system_ui	slot	NA2_SLPS@0x4B1D60	NUN5_TEXTENG@0x1C50	128	<color00FFFF>オプション<colorFFFFFF>では<r各種|かくしゅ><r設定|せってい>の<r変更|へんこう>を<r行|おこな>うことができます。	Change various game settings.						
M0549	1	system_ui	slot	NA2_SLPS@0x4B1E00	NUN5_TEXTENG@0x1C90	48	タイトル<r画面|がめん>に<r戻|もど>りますか？	Return to Title Screen?						
M0550	1	system_ui	slot	NA2_SLPS@0x4B1EB0	NUN5_TEXTENG@0x1D30	112	"<color080860>マスターモード<BLACK>を、どこから<r開始|かいし>するのかを
<r選択|せんたく>してください。"	<BLACK>Select where to start <color080860>Master Mode<BLACK>.						
M0551	1	system_ui	slot	NA2_SLPS@0x4B2230	NUN5_TEXTENG@0x1240	176	<r変更|へんこう>したいボタン・<r項目|こうもく>を<iconOK>ボタンで<r選択|せんたく>し、<r方向|ほうこう>キー<r左右|さゆう>で<r操作|そうさ>を<r変更|へんこう>してください。	Press <iconOK> to select the button/item to change. Press the left directional button or right directional button to change controls.						
M0552	1	system_ui	slot	NA2_SLPS@0x4B22E0	NUN5_TEXTENG@0x12D0	80	１Ｐの<r操作設定|そうさせってい>をデフォルトに<r戻|もど>しました。	1P controls restored to defaults.						
M0553	1	system_ui	slot	NA2_SLPS@0x4B2330	NUN5_TEXTENG@0x1300	80	２Ｐの<r操作設定|そうさせってい>をデフォルトに<r戻|もど>しました。	2P controls restored to defaults.						
M0554	1	system_ui	slot	NA2_SLPS@0x4B2380	NUN5_TEXTENG@0x1330	176	<iconL1><iconR1>には<color00FFFF>「ガード・アイテム<r使用|しよう>・アイテム<r選択|せんたく>」<colorFFFFFF><r以外|いがい>は、<r割|わ>り<r振|ふ>ることができません。	<iconL1><iconR1> can only assign Guard, Item Use, and Item Select.						
M0555	1	system_ui	slot	NA2_SLPS@0x4B2430	NUN5_TEXTENG@0x1380	176	<iconL2><iconR2>には<color00FFFF>「ガード・アイテム<r使用|しよう>・アイテム<r選択|せんたく>」<colorFFFFFF><r以外|いがい>は、<r割|わ>り<r振|ふ>ることができません。	Item Select can only be assigned using <iconL1><iconR1> or <iconL2><iconR2>.						
M0556	1	character_select	slot	NA2_SLPS@0x4B4220	NUN5_TEXTENG@0x1DF0	64	ゲームモード<r選択|せんたく>に<r戻|もど>りますか？	Return to Game Mode Screen?						
M0557	1	character_select	slot	NA2_SLPS@0x4B4260	NUN5_TEXTENG@0x1C90	32	タイトルに<r戻|もど>りますか？	Return to Title Screen?						
M0558	1	character_select	slot	NA2_SLPS@0x4B4280	NUN5_TEXTENG@0x1E10	64	<r任務|にんむ><r選択|せんたく>に<r戻|もど>りますか？	Return to Mission Select?						
M0559	1	character_select	slot	NA2_SLPS@0x4B42C0	NUN5_TEXTENG@0x1E30	64	<r種目選択|しゅもくせんたく>に<r戻|もど>りますか？	Return to Event Select?						
M0560	1	system_ui	slot	NA2_SLPS@0x4B4310	NUN5_TEXTENG@0x1E60	24	<r連係|れんけい>モード	Linked Mode						
M0561	1	system_ui	slot	NA2_SLPS@0x4B4328	NUN5_SLES@0x513F10	16	マニュアル	Manual						
M0562	1	system_ui	slot	NA2_SLPS@0x503110	NUN5_SLES@0x513E50	5	はい	Yes						
M0563	1	system_ui	slot	NA2_SLPS@0x503118	NUN5_SLES@0x513E4C	7	いいえ	No						
M0564	1	system_ui	slot	NA2_SLPS@0x5031A0	NUN5_SLES@0x513E50	5	はい	Yes						
M0565	1	system_ui	slot	NA2_SLPS@0x5031A8	NUN5_SLES@0x513E4C	7	いいえ	No						
M0566	1	system_ui	slot	NA2_SLPS@0x504668	NUN5_SLES@0x513E4C	7	いいえ	No						
M0567	1	system_ui	slot	NA2_SLPS@0x504738	NUN5_SLES@0x513EF0	8	攻撃	Attack						
M0568	1	system_ui	slot	NA2_SLPS@0x504740	NUN5_SLES@0x4AFD6D	8	ガード	Guard						
M0569	1	practice_settings	slot	NA2_SLPS@0x504748	NUN5_SLES@0x513E6C	8	オフ	OFF						
M0570	1	practice_settings	slot	NA2_SLPS@0x504750	NUN5_SLES@0x513E68	8	オン	ON						
M0571	1	system_ui	slot	NA2_SLPS@0x504908	NUN5_SLES@0x513F18	8	オート	Auto						
M0572	1	battle_dialogs	slot	NA2_SLPS@0x505AD0	NUN5_SLES@0x513E50	8	は　い	Yes						
M0573	1	system_ui	slot	NA2_SLPS@0x505AD8	NUN5_SLES@0x513E4C	7	いいえ	No						
M0574	1	system_ui	slot	NA2_SLPS@0x505B48	NUN5_SLES@0x514220	8	楽々	Easy						
M0575	1	system_ui	slot	NA2_SLPS@0x505B50	NUN5_SLES@0x4B9519	8	ふつう	Normal						
M0576	1	system_ui	slot	NA2_SLPS@0x505B58	NUN5_SLES@0x514230	8	激むず	Hard						
M0577	1	system_ui	slot	NA2_SLPS@0x505B60	NUN5_SLES@0x514238	8	究極	Insane						
M0578	1	system_ui	slot	NA2_SLPS@0x505B68	NUN5_SLES@0x514240	8	なし	None						
M0579	1	system_ui	slot	NA2_SLPS@0x505B70	NUN5_SLES@0x514248	8	少なめ	Less						
M0580	1	system_ui	slot	NA2_SLPS@0x505B78	NUN5_SLES@0x514250	8	多め	More						
M0581	1	system_ui	slot	NA2_SLPS@0x505B80	NUN5_SLES@0x4B9519	8	通常	Normal						
M0582	1	system_ui	slot	NA2_SLPS@0x505B98	NUN5_SLES@0x514278	8	回転	Turn						
M0583	1	system_ui	slot	NA2_SLPS@0x505BA0	NUN5_SLES@0x4AFE80	8	連打	Combo						
M0584	1	practice_settings	slot	NA2_SLPS@0x505BB0	NUN5_SLES@0x513E6C	8	オフ	OFF						
M0585	1	practice_settings	slot	NA2_SLPS@0x505BB8	NUN5_SLES@0x513E68	8	オン	ON						
M0586	1	system_ui	slot	NA2_SLPS@0x505BC8	NUN5_SLES@0x514280	8	半分	Half						
M0587	1	system_ui	slot	NA2_SLPS@0x505BE0	NUN5_SLES@0x513F18	8	オート	Auto						
M0588	1	system_ui	slot	NA2_SLPS@0x505BF0	NUN5_SLES@0x513F10	8	手動	Manual						
M0589	1	system_ui	slot	NA2_SLPS@0x505BF8	NUN5_SLES@0x514290	8	ＣＯＭ	COM						
M0590	1	system_ui	slot	NA2_SLPS@0x505C00	NUN5_SLES@0x514298	8	立ち	Stand						
M0591	1	system_ui	slot	NA2_SLPS@0x505C08	NUN5_SLES@0x513E4C	8	しない	No						
M0592	1	system_ui	slot	NA2_SLPS@0x505C10	NUN5_SLES@0x5142A0	8	単発	Single						
M0593	1	system_ui	slot	NA2_SLPS@0x505C18	NUN5_SLES@0x4AFE80	8	コンボ	Combo						
M0594	1	system_ui	slot	NA2_SLPS@0x505C28	NUN5_SLES@0x5142A8	8	忍術	Jutsu						
M0595	1	system_ui	slot	NA2_SLPS@0x505C30	NUN5_SLES@0x51425B	8	する	Use						
M0596	1	system_ui	slot	NA2_SLPS@0x505C40	NUN5_SLES@0x5142B8	8	追う	Follow						
M0597	1	system_ui	slot	NA2_SLPS@0x505C70	NUN5_TEXTENG@0x2726	8	難易度	Level						
M0598	1	system_ui	slot	NA2_SLPS@0x505CA0	NUN5_SLES@0x5142E0	8	体力	Health						
M0599	1	system_ui	slot	NA2_SLPS@0x505CA8	NUN5_SLES@0x4AFF1D	8	状態	Status						
M0600	1	system_ui	slot	NA2_SLPS@0x505CB8	NUN5_SLES@0x513EF0	8	攻撃	Attack						
M0601	1	system_ui	slot	NA2_SLPS@0x505CC0	NUN5_SLES@0x4AFD6D	8	ガード	Guard						
M0602	1	system_ui	slot	NA2_SLPS@0x505CC8	NUN5_SLES@0x5142F8	8	行動	Move						
M0603	1	system_ui	slot	NA2_SLPS@0x506450	NUN5_SLES@0x513D18	8	ナルト	Naruto						
M0604	1	system_ui	slot	NA2_SLPS@0x506458	NUN5_SLES@0x4AFEDC	8	サクラ	Sakura						
M0605	1	system_ui	slot	NA2_SLPS@0x506460	NUN5_SLES@0x513DD8	8	カカシ	Kakashi						
M0606	1	system_ui	slot	NA2_SLPS@0x506468	NUN5_SLES@0x513D38	8	ネジ	Neji						
M0607	1	system_ui	slot	NA2_SLPS@0x506470	NUN5_SLES@0x513E28	8	サイ	Sai						
M0608	1	system_ui	slot	NA2_SLPS@0x506478	NUN5_SLES@0x513D20	8	サスケ	Sasuke						
M0609	1	system_ui	slot	NA2_SLPS@0x506480	NUN5_SLES@0x513E00	8	シズネ	Shizune						
M0610	1	system_ui	slot	NA2_SLPS@0x506488	NUN5_SLES@0x513E08	8	アスマ	Asuma						
M0611	1	system_ui	slot	NA2_SLPS@0x506490	NUN5_SLES@0x513D90	8	テマリ	Temari						
M0612	1	system_ui	slot	NA2_SLPS@0x506498	NUN5_SLES@0x513E20	8	ヤマト	Yamato						
M0613	1	system_ui	slot	NA2_SLPS@0x5064A0	NUN5_SLES@0x513D28	8	リー	Lee						
M0614	1	system_ui	slot	NA2_SLPS@0x5064A8	NUN5_SLES@0x513DD0	8	ガイ	Guy						
M0615	1	system_ui	slot	NA2_SLPS@0x5064B0	NUN5_SLES@0x513D70	8	いの	Ino						
M0616	1	system_ui	slot	NA2_SLPS@0x5064B8	NUN5_SLES@0x513D78	8	キバ	Kiba						
M0617	1	system_ui	slot	NA2_SLPS@0x5064C0	NUN5_SLES@0x513D80	8	シノ	Shino						
M0618	1	system_ui	slot	NA2_SLPS@0x5064C8	NUN5_SLES@0x513D58	8	ヒナタ	Hinata						
M0619	1	system_ui	slot	NA2_SLPS@0x506648	NUN5_SLES@0x5143A8	8	クナイ	Kunai						
M0620	1	shop	slot	NA2_SLPS@0x506650	NUN5_SLES@0x513E28	8	サイ	Sai						
M0621	1	shop	slot	NA2_SLPS@0x506658	NUN5_SLES@0x513D90	8	テマリ	Temari						
M0622	1	shop	slot	NA2_SLPS@0x506660	NUN5_SLES@0x513DC0	8	サソリ	Sasori						
M0623	1	shop	slot	NA2_SLPS@0x506668	NUN5_SLES@0x513E00	8	シズネ	Shizune						
M0624	1	shop	slot	NA2_SLPS@0x506670	NUN5_SLES@0x513E20	8	ヤマト	Yamato						
M0625	1	system_ui	slot	NA2_SLPS@0x5066A8	NUN5_SLES@0x513E4C	7	いいえ	No						
M0626	1	system_ui	slot	NA2_SLPS@0x506760	NUN5_SLES@0x513E50	5	はい	Yes						
M0627	1	system_ui	slot	NA2_SLPS@0x506768	NUN5_SLES@0x513E4C	7	いいえ	No						
M0628	1	system_ui	slot	NA2_SLPS@0x506FA8	NUN5_SLES@0x513E50	5	はい	Yes						
M0629	1	system_ui	slot	NA2_SLPS@0x506FB0	NUN5_SLES@0x513E4C	7	いいえ	No						
M0630	1	battle	slot	NA2_BTL@0x20A7A8	NUN5_TEXTENG@0xFA0	24	追い討ち返し	Extra Hit Counter						
M0631	1	system_ui	slot	NA2_SLPS@0x505C20	NUN5_TEXTENG@0xF238	8	奥義	Ultimate Jutsu					NA2_BTL@0x209DD4,NA2_BTL@0x20A270,NA2_BTL@0x20A7CC	
M0632	1	battle	slot	NA2_BTL@0x20A788	NUN5_TEXTENG@0xF8D0	16	案内忍音声	Guide Ninja Sound					NA2_BTL@0x20A7E0	
M0633	1	system_ui	slot	NA2_SLPS@0x505CB0	NUN5_TEXTENG@0xF8E8	8	強さ	Strength					NA2_BTL@0x20A7E8	
M0634	1	battle	slot	NA2_BTL@0x20A798	NUN5_TEXTENG@0xF900	16	変わり身の術	Substitution Jutsu					NA2_BTL@0x20A7F8	
M0635	1	battle	slot	NA2_BTL@0x20A810	NUN5_TEXTENG@0xF9C0	128	<r方向|ほうこう>キー<r左右|さゆう>でプレイヤーの<r体力|たいりょく>の<r状態|じょうたい>を<r設定|せってい>することができます。	Press the left directional button or right directional button to set players' Health.						
M0636	1	battle	slot	NA2_BTL@0x20A890	NUN5_TEXTENG@0xFA20	112	<r方向|ほうこう>キー<r左右|さゆう>でチャクラが<r減|へ>るか<r減|へ>らないかを<r設定|せってい>できます。	Press the left directional button or right directional button to choose whether Chakra decreases or not when using Jutsu.					NA2_BTL@0x20B074	
M0637	1	battle	slot	NA2_BTL@0x20A900	NUN5_TEXTENG@0xFAA0	144	<r方向|ほうこう>キー<r左右|さゆう>でプレイヤーの<r連係|れんけい>ゲージの<r溜|た>まり<r方|かた>を<r設定|せってい>することができます。	Press the left directional button or right directional button to set how player's Link Gauge charges.						
M0638	1	battle	slot	NA2_BTL@0x20A990	NUN5_TEXTENG@0xFB10	128	<r方向|ほうこう>キー<r左右|さゆう>で<r連係|れんけい>の<r発動|はつどう>の<r仕方|しかた>を<r設定|せってい>することができます。	Press the left directional button or right directional button to determine how Linked moves are activated.						
M0639	1	battle	slot	NA2_BTL@0x20AA10	NUN5_TEXTENG@0xFB80	112	<r方向|ほうこう>キー<r左右|さゆう>でアイテムの<r出現頻度|しゅつげんひんど>を<r設定|せってい>できます。	Press the left directional button or right directional button to determine how often items appear.						
M0640	1	battle	slot	NA2_BTL@0x20AA80	NUN5_TEXTENG@0xFBF0	112	<r方向|ほうこう>キー<r左右|さゆう>でコマンドの<r表示|ひょうじ>をするか、しないかの<r設定|せってい>ができます。	Press the left directional button or right directional button to set whether to display commands.						
M0641	1	battle	slot	NA2_BTL@0x20AAF0	NUN5_TEXTENG@0xFC60	160	<r方向|ほうこう>キー<r左右|さゆう>で<r相手|あいて>に<r対|たい>するダメージ<r量|りょう>の<r表示|ひょうじ>をするか、しないかの<r設定|せってい>ができます。	Press the left directional button or right directional button to determine whether the damage inflicted is displayed for the opponent.						
M0642	1	battle	slot	NA2_BTL@0x20AB90	NUN5_TEXTENG@0xFCF0	144	<r方向|ほうこう>キー<r左右|さゆう>でプラクティス<r中|ちゅう>の<r案内忍音声|あんないにんおんせい>の<r設定|せってい>をすることができます。	Press the left directional button or right directional button to set Guide Ninja Sound settings for practice.						
M0643	1	battle	slot	NA2_BTL@0x20AC20	NUN5_TEXTENG@0xFD60	112	<r状態|じょうたい>が「ＣＯＭ」に<r設定|せってい>されている<r時|とき>の<r強|つよ>さを<r指定|してい>できます。	Set strength for when in COM mode.						
M0644	1	battle	slot	NA2_BTL@0x20AC90	NUN5_TEXTENG@0xFD90	160	<r状態|じょうたい>が「<r立|た>ち・ジャンプ・<r二段|にだん>ジャンプ」に<r設定|せってい>されている<r時|とき>の<r攻撃|こうげき>パターンを<r指定|してい>できます。	Set the attack pattern for when status is set to: Stand, Jump or Double-jump.						
M0645	1	battle	slot	NA2_BTL@0x20AD30	NUN5_TEXTENG@0xFDE0	160	<r状態|じょうたい>が「<r立|た>ち・ジャンプ・<r二段|にだん>ジャンプ」に<r設定|せってい>されている<r時|とき>のガードパターンを<r指定|してい>できます。	Set the guard pattern for when status is set to: Stand, Jump or Double-jump.						
M0646	1	battle	slot	NA2_BTL@0x20ADD0	NUN5_TEXTENG@0xFE30	160	<r状態|じょうたい>が「<r立|た>ち・ジャンプ・<r二段|にだん>ジャンプ」に<r設定|せってい>されている<r時|とき>の<r行動|こうどう>パターンを<r指定|してい>できます。	Set the movement pattern for when in status: Stand, Jump or Double-jump.						
M0647	1	battle	slot	NA2_BTL@0x20AE70	NUN5_TEXTENG@0xFE80	160	<r状態|じょうたい>が「ＣＯＭ」に<r設定|せってい>されている<r時|とき>の<r変|か>わり<r身|み>の<r術|じゅつ>の<r使用頻度|しようひんど>を<r指定|してい>できます。	Set the frequency of Substitution Jutsu when in COM mode.						
M0648	1	battle	slot	NA2_BTL@0x20AF10	NUN5_TEXTENG@0xFEC0	176	<r状態|じょうたい>が「<r手動|しゅどう>」<r以外|いがい>に<r設定|せってい>されている<r時|とき>の<r連係攻撃|れんけいこうげき>の<r使用頻度|しようひんど>を<r指定|してい>できます。	Set the frequency of Linked Attacks when not in Manual mode.						
M0649	1	battle	slot	NA2_BTL@0x20AFC0	NUN5_TEXTENG@0xFF00	176	<r状態|じょうたい>が「<r手動|しゅどう>」<r以外|いがい>に<r設定|せってい>されている<r時|とき>の<r追|お>い<r討|う>ち<r返|がえ>しの<r頻度|ひんど>を<r指定|してい>できます。	Set the frequency of the Extra Hit Counter when in the COM mode.						
M0650	1	options	slot	NA2_SLPS@0x4B2680	NUN5_TEXTENG@0xF08	16	連係攻撃	Linked Attack						
M0651	1	options	slot	NA2_SLPS@0x4B2670	NUN5_TEXTENG@0xF18	16	アイテム選択	Item Select						
M0652	1	options	slot	NA2_SLPS@0x4B2660	NUN5_TEXTENG@0xF28	16	アイテム使用	Item Use						
M0653	1	options	slot	NA2_SLPS@0x4B2640	NUN5_TEXTENG@0x1450	16	奥義準備	Ultimate Jutsu Prep					NA2_SLPS@0x4B2690	
M0654	1	system_ui	slot	NA2_SLPS@0x504AB8	NUN5_TEXTENG@0xF208	8	奥義	Ultimate					NA2_SLPS@0x504AC0	
M0655	1	system_ui	slot	NA2_SLPS@0x505B88	NUN5_TEXTENG@0xF218	8	無限	Unlimited					NA2_SLPS@0x505B94,NA2_SLPS@0x505BAC,NA2_SLPS@0x505C68	
M0656	1	options	slot	NA2_SLPS@0x4B2650	NUN5_SLES@0x513ED0	16	ジャンプ	Jump						
M0700	1	command_chart	slot	NA2_BTL@0x209090	NUN5_SLES@0x513EA8	32	<r連打技|れんだわざ>	Combo						
M0701	1	command_chart	slot	NA2_BTL@0x2090B0	NUN5_SLES@0x513EB0	32	<r溜|た>め<r技|わざ>	Charge						
M0717	1	menus_data	slot	NA2_ETC@0x261E8	NUN5_SLES@0x513FB8	16	ホラよっ！	Hey!						
M0718	1	character_ultimate_jutsu	slot	NA2_ETC@0x28610	NUN5_TEXTENG@0x11520	48	<r雷切|らいきり>・<r一尖|いっせん>	Lightning Blade, Single Sharpness 						
M0719	1	character_ultimate_jutsu	slot	NA2_ETC@0x28670	NUN5_TEXTENG@0x40B0	32	コピー<r忍術|にんじゅつ>	Ninja Art: Copy Jutsu						
M0720	1	character_ultimate_jutsu	slot	NA2_ETC@0x29A60	NUN5_TEXTENG@0x4E60	48	<r飛雷神|ひらいしん>の<r術|じゅつ>	Flying Thunder God Jutsu						
M0721	1	menus_data	slot	NA2_ETC@0x2BD00	NUN5_SLES@0x513F28	32	<r感情|かんじょう>	Emotion						
M0722	1	menus_data	slot	NA2_ETC@0x2BD20	NUN5_TEXTENG@0x1FB0	32	<r確|たし>かめたいもの	Something I Want to Know						
M0723	1	menus_data	slot	NA2_ETC@0x2BD40	NUN5_TEXTENG@0x1FD0	32	カカシの<r本気|ほんき>	Kakashi's Seriousness						
M0724	1	menus_data	slot	NA2_ETC@0x2C140	NUN5_SLES@0x513F30	32	ポッチャリ<r系|けい>	Tubby						
M0725	1	menus_data	slot	NA2_ETC@0x2C750	NUN5_TEXTENG@0x24B0	32	<r姉|あね>の<r喜|よろこ>び	Silent Confidence						
M0726	1	menus_data	slot	NA2_ETC@0x2C790	NUN5_SLES@0x513F38	24	<r忠告|ちゅうこく>	Warning						
M0727	1	menus_data	slot	NA2_ETC@0x2C7A8	NUN5_SLES@0x513F40	24	<r余裕|よゆう>	A Cinch						
M0728	1	menus_data	slot	NA2_ETC@0x2CE10	NUN5_TEXTENG@0x2B80	32	カブトの<r挑発|ちょうはつ>	Kabuto's Challenge						
M0729	1	menus_data	slot	NA2_ETC@0x2CE50	NUN5_TEXTENG@0x2BB0	32	サスケの<r存在|そんざい>	Sasuke's Presence						
M0730	1	menus_data	slot	NA2_ETC@0x2CE80	NUN5_SLES@0x513F48	16	<r気|き>まぐれ	Fickle						
M0731	1	menus_data	slot	NA2_ETC@0x2CEB0	NUN5_TEXTENG@0x2C00	32	<r兄|あに>との<r繋|つな>がり	Bond Between Brothers						
M0732	1	menus_data	slot	NA2_ETC@0x2CED0	NUN5_TEXTENG@0x2C20	52	<r目障|めざわ>りな<r存在|そんざい>	An Unpleasant Sight						
M0733	1	practice_settings	slot	NA2_BTL@0x20B0C0	NUN5_TEXTENG@0xFF80	176	<r対戦|たいせん><r相手|あいて>の<r状態|じょうたい>を<r指定|してい>できます。<r手動|しゅどう>では、<r別|べつ>のコントローラで<r操作|そうさ>する<r事|こと>ができます。	You can use another analog controller (DUALSHOCK®2) to input commands when in Manual mode.						
M0734	1	practice_settings	slot	NA2_SLPS@0x505C60	NUN5_SLES@0x514260	8	乱発	Random						
M0735	1	command_chart	slot	NA2_SLPS@0x505B08	NUN5_SLES@0x513EC0	8	または	or						
M0736	1	command_chart	slot	NA2_SLPS@0x505B18	NUN5_SLES@0x513EC8	8	ガード	Guard						
M0737	1	command_chart	slot	NA2_BTL@0x209500	NUN5_SLES@0x513EB8	32	（しばらく<r押|お>す）	(Hold)						
M0738	1	command_chart	slot	NA2_BTL@0x209700	NUN5_SLES@0x513ED8	32	<r飛|と>び<r退|の>き	Flee						
M0739	1	command_chart	slot	NA2_BTL@0x2097F0	NUN5_SLES@0x513EE8	32	<r挑発|ちょうはつ>	Taunt						
M0740	1	command_chart	slot	NA2_BTL@0x209380	NUN5_TEXTENG@0xD60	48	<r後側方向|うしろがわほうこう>キー	directional button in the opposite direction to that you are facing					NA2_BTL@0x209618	
M0741	1	battle_dialogs	slot	NA2_BTL@0x208CF0	NUN5_TEXTENG@0xA20	32	<r対戦|たいせん>	Are you sure you want to quit %1 and return to %2?			format_prefix_arg2	arg1=NUN5_TEXTENG@0x708	NA2_BTL@0x208E40	
M0742	1	battle_dialogs	slot	NA2_BTL@0x208D10	NUN5_TEXTENG@0xA20	32	<r練習|れんしゅう>	Are you sure you want to quit %1 and return to %2?			format_prefix_arg2	arg1=NUN5_TEXTENG@0x718	NA2_BTL@0x208E44	
M0743	1	battle_dialogs	slot	NA2_BTL@0x208D30	NUN5_TEXTENG@0xA00	80	"を<r終了|しゅうりょう>しますが、よろしいですか？
<iconCANCEL>キャンセル"	Do you want to quit %1?			format_arg1	arg1=NUN5_TEXTENG@0x708	NA2_BTL@0x208E48	
M0744	1	battle_dialogs	slot	NA2_BTL@0x208D80	NUN5_TEXTENG@0xA20	32	を<r終了|しゅうりょう>して	Are you sure you want to quit %1 and return to %2?			between_placeholders			
